export_value,balance_value
901,-4837
135,-5662
595834,-12172600
8994,-526798
476069,-667466
38166,13547
58643,35061
10216,-34259
15645,-36750
2773,-81873
3455,-142008
8175,-265642
0,-114336
5541,-41211
10753,-293692
1016,-390596
19083,-3665285
308,-76883
0,-54010
1548,-64416
0,-47697
249,-45149
232,-51809
8488,-90102
3816,-55178
2245,-109300
17,-43301
7539,-16976
0,-111144
4457,-182886
0,-23332
4,-26609
10146,-31154
705,-9235
0,-78021
0,-89068
250,-57975
22,-135985
0,-303881
486310,58783
0,-5597
0,-2223
22659,4678
9314,-102809
0,-45037
1143,-72971
0,-35056
4686,-59344
74721,-1905795
2745,-453572
0,-562653
0,-43668
2423,-141875
0,-40804
0,-21144
0,-79001
0,-12459
820,-15813
0,-3705
1331,-71256
269,-19187
2104,-55498
3977,-202395
0,-12837
0,-841
0,-191526
0,-13700
0,-5840
0,473
326,-8837
0,-694
8,-6102
0,-35577
0,-3467
0,9894
0,-2482
31,-162141
0,-12124
210,-835
0,-14827
18499,-501380
0,-4397
0,-44856
81737,37882
4090,-32944
1985,-25091
42817,-861518
3772,-543271
107943,229976
3763,-293979
69,-10068
88,-35011
11134,-724222
18341,-729299
0,-9864
0,-2055
0,-630
0,-189353
0,-121091
2494,-326945
0,-16329
0,24
0,-480
244259,110352
267,-23102
0,-97070
0,-4424
0,-83
3179,-20565
0,-16644
2960,-224349
0,-29281
0,-15719
2479,-32771
0,-1814
14,-26579
4876,-626231
459,-50337
1114,-17948
0,-72563
0,-54940
0,-18145
659,-54121
790,-79181
0,-12692
145237,-458444
0,-106807
171323,-1086155
0,-1014
0,-1403
0,-5306417
0,-75370
0,-9670
0,-6032
0,-53168
0,-1680
0,-24281
2498588,2881315
0,-2848
0,23747
604,4667
1478,-3009750
6314,-71051
0,-115132
0,-9575249
3120,-202025
0,-18908
0,-4111
3657,-25782
97,-427570
229,-184175
0,-224667
0,-38805
0,-18452
0,-6307
0,-135015
0,-49091
0,-288830
0,-369627
0,-6395
0,-14
6857,-1434840
0,-1661856
0,-1196033
0,-181771
0,-150725
399,-514824
102,-706163
24,-3308
0,-3814
0,-7909
4299,-94716
0,-16507
19317,15087
0,-15320
270,-338098
0,-1420
0,-1866
6289,34022
0,-99332
0,-10561
1486,-3591
162,-25060
92,-4417
0,-25165
0,-21119
0,-88
0,-1974
3320,-169916
0,-19
0,11467
0,-120540
0,1326
261,2570
0,-8261
0,-175
0,-11452
0,-1231
0,-84833
0,-12083
0,5694
0,-475
0,-556421
48496,-348859
1934,-1471
0,-21667
764,-474
588,-22938
0,-33559
541,-42067
1187,-153142
8,-69723
3956702,-211486
1970604,1252594
1442029,1229339
0,-50767
0,-36711
204989,-1751563
322881,-464077
227720,-1602568
413650,336494
8040,-7741
21778,-11957
7,-27281
33647,-1794077
42455,-4990734
20170,-860354
112603,-2925234
23433,-358357
19854,-563967
5897,-44760
15201,-207158
6340,-396351
7576,-383410
1173,-96912
14742,-132719
24781,-434053
0,-113472
48418,-627169
14338,-192819
630,-114754
7,-58040
130,-27740
2668,-47976
10939,-66415
1549,-12959
111242,-1839883
4467,-204974
29115,-9775
798120,-159454
32612,-71992
3775,-59400
151134,-532482
513,-17100
0,-8472
89,-832170
0,-3275
0,-70776
10998,21169
3876,-143472
76484,-369916
2662,-73375
162,-67890
4427,-61957
1877,-14127
42,-22349
0,-1448
16,-21280
32,-125866
224,-7470
1923,-143673
0,-2742
157,-158405
86585,-303402
0,-71939
0,2700
0,8743
55574,72579
0,-10961
0,-17183
0,1069
0,-12261
0,-1190545
0,-18230
1080,-47245
64956,63520
2000,-117209
0,7556
11028,-23068
8804,-178414
0,-10427
0,1005
246,-1324
1543,-130576
1137,-1670
0,321
0,-185
0,-8349
5625,59
103,-42521
983,403
0,-746
0,-1150
118324,109585
9193,7355
13,-4916
13,-2428
7191,7541
0,-20895
2,-1065605
94,-94
0,-18
343,-87673
0,55791
0,-3668
0,19
0,-91858
3321,3583
0,-4216
0,-704
0,-25424
0,-15145
85,-16229
3,3
0,-22121
311,297
0,-1008
0,-475447
0,-266
25,812
0,65
0,-1205
0,-2715
0,-40827
2931,-100638
0,-3623
0,-13447
0,-2790
0,-161
11,11
0,-80
0,-42408
11,-148
0,-932053
38,38
0,-858
0,-442
0,-15892
22,22
0,-6262
0,82
0,35518
0,-5787
0,-380
0,-2777
0,-87182
0,-2890
0,-13214
0,777
0,-22649
0,-4578
11,-47584
0,-58749
0,-65003
2822,-41557
0,-132023
0,-10349
0,-54532
5,-120392
0,-37228
0,-168220
0,-78850
108,-99218
32,-92760
0,-85173
0,-36362
1615,58092
1771,-268950
0,-72151
11,-5862
381,-17150
0,-24318
0,-5218
21,-196108
0,-7335
324,-191678
0,-3542
8,-55290
776,-11484
0,-84377
11,-83263
0,-409098
3127,-238765
0,-93672
3277,-45441
2296,-794902
0,-39739
0,-50563
0,-21787
0,-93020
0,-38000
1682,-50184
427,-115743
0,-1901
0,-87826
0,-32714
0,-33586
7209,-41766
0,-13980
0,-10956
0,-62005
5,-5605
0,-11854
0,-40986
0,-1884
269,-351384
0,-94265
0,-206789
0,-562397
76,-270389
0,-57238
0,-26649
0,-5590
0,-43538
0,-15709
4,1789
0,-51751
432,-428258
0,-57821
0,-261874
20,-42732
0,-37323
0,-39713
0,-77595
0,-34922
0,-6269
0,-4085
0,-197627
0,-2209
0,-220202
0,-24805
0,-239199
0,-51067
393,-134617
11617,-920507
3311,-1108855
0,-416446
122,-275789
8784,-256780
9,-457150
2805,-250591
6782,-54851
35779,23917
2728,-11915
0,-133
282,-116596
0,-138007
192,-67444
2555,-35128
0,-47686
0,-6217
0,-35255
0,-276088
1396,-61641
13031,-623168
2836,42788
774,-54398
0,-12436
0,-36740
0,-4389
0,-6074
0,-18230
0,-9948
0,-3362
11,-12402
0,-421
3295,-47758
88,-5496
50309,-83068
286836,-178096
0,-14018
8960,974
0,-506
4305,-40957
0,-10464
0,-10955
53,-9964
0,-22081
7887,-1357694
3563,-361744
260,-233397
30373,-338893
0,-3656
10,-735
0,1126
0,-138278
0,-91794
0,-17451
0,-1290704
0,-203457
1427,-1207840
0,-75965
0,-55599
0,-24827
13848,278899
0,-217241
0,-238632
0,147590
0,211443
0,-82005
0,-473126
121,-236723
0,-451098
0,-943950
0,-14171
0,490
0,-2229
0,-5079
0,-4597
0,-56073
0,-233102
8888,-244118
11160,-1204889
141,-32335
60,-1116205
0,-1840613
0,-752256
55,-98979
0,-379035
0,-59647
0,-12421
0,-149728
87,-1296679
0,-154481
0,-36195
0,-8865
14,-93087
0,7239
0,-3799589
0,-232866
0,-61225
0,-66491
79270,-8593681
0,-2013778
869,-10798844
0,-70195
221,-459134
0,-33316
0,-45432
0,-51811
4393,9840107
0,-669388
6546,-77572
0,-497612
0,-597450
0,-60882
0,-284246
0,-534895
521,-496179
0,-187397
3701,-3827114
252,-221765
70,-249804
713902,-49801
0,-31313
21819,-3325073
0,-71612
0,-283842
0,-18823
6,-1358902
0,-1071794
586,-432460
0,-1090674
0,-181455
0,-2737912
86,-2158641
18061,-4198371
11,-164442
6926,-2174338
5688,-906240
45425,-1644165
903,-811761
10597,-772389
6174,-1785442
112510,-2993694
0,-66329
0,-203971
5,-2058
0,-145705
25,-217507
147,-70643
0,-2083
70,-265343
0,-4009
0,-132343
0,-169729
2821,-709743
1453,-817614
6128,-996531
35,22303
4578,-41560
0,-62349
165655,-495045
11604,-487491
142405,-19673
0,-42640
0,-39610
0,-139557
0,-480232
7100,-1081808
175,-19477
0,-137081
114024,-670252
0,-43443
25,-99538
0,-140567
3,-38359
573,-2538
0,-9080
0,-237132
7,-327447
15639,-1897748
7,-413864
0,-731533
416,-6868658
0,-1272255
0,-17008
20,-22260
0,-10309
0,-15822
0,-61205
0,-135125
4426,-240017
32287,-1164552
0,-11360
656,-2448206
0,-35675
31323,-264049
178450,-231801
12601,-804775
0,-59587
37506,-1514427
243,-176176
209,-88703
0,-26779
0,-694043
0,-4416
0,-19799
0,-562011
82,-600313
0,-64182
0,-21869
0,-20442
0,-39670
0,-21691
0,-48859
0,-100016
15457,-638965
0,-47502
0,-10549
349,-491084
0,-226737
9,-15973
0,-101101
0,-53053
0,-2061848
193,-116398
0,-118478
5699,-632313
134,-237607
2,-232535
150,-158042
0,-558432
0,-301036
108,-752727
0,-192202
882,-1115584
97,-264612
0,-798262
0,-9119946
0,-287716
213566,-4686403
926,-2777756
0,-269913
0,-744096
0,-291965
0,-2413629
5,-966007
0,-5000070
0,-1036264
0,-46575
0,-57506
439,15957
4626,-642334
0,-771787
0,-6930
18439,-4467069
0,-3551557
15937,-552504
4426,-1337004
0,555
2258,-970802
1153,-9826396
1,-5978569
226,-3940702
0,-892272
0,-19095
0,-85778
0,-67542
0,-4155738
0,-327908
0,-130115
0,-197798
0,-252643
502,-608740
487,-618096
8,-1479002
27,-785705
2253,-345105
0,-293511
694,-2284287
281849,-10756499
0,-7465014
0,-1356
0,-18687
0,-11451
32,-1532
0,-123598
81516,-200713
0,-128943
0,-45705
0,-82729
1,-10806
0,-9738
197,-6405
0,-2032
0,-1364
0,-1677
15,-3356
0,-62501
0,-5347
0,-25164
0,-55503
6972,-334346
0,-30218
117,-90107
0,-13173
0,-88368
0,-6143
0,-6182
0,-17681
0,-19609
0,-11141
0,-71769
0,-58465
26,-147212
0,-40109
0,-217
0,-5035
0,-82349
0,-47658
0,-279090
0,-168624
0,-2751
0,-507509
0,-5910
0,-7014
2926,-52471
93,-442777
0,-188629
44,-218218
0,-367
51,-76385
0,-20900
0,-153671
0,-56054
198261,-327236
0,-130048
5471,-160387
0,-1230755
0,-414042
0,-109983
0,-2796
0,-8986
0,-112509
0,-3375
0,-614689
0,-389256
0,-233111
0,33219
156,28710
0,-370484
0,-123036
0,-900082
0,-322225
0,-80425
0,-318
0,-57
0,-410011
0,-629139
0,-12974
0,-245
0,-70762
3411,-2244
0,-21766
0,12778
0,61793
0,-200578
0,-78828
0,32769
0,-1622
0,3
0,-63883
0,6564
0,2
0,-26458
0,-96708
0,-3412
0,-6039
0,-68131
0,-695
0,-2912
1923,-10919
0,-13765
0,-1811
0,-9753
0,8086
25,-9203
0,-1998
29,360226
0,24075
0,-3273
932,-101238
0,-488930
0,-24082
0,-74490
0,-30145
0,-103015
0,-23749
0,-14311
0,-93184
0,-64380
784,-31451
0,-25613
0,-53598
0,46347
11,-16605
0,-44877
0,18848
0,-3865
2,-4264
0,-2708
0,-2169
0,-13055
0,-141422
0,-3961175
0,-30342
0,-119742
0,-21772
0,-101591
0,-547037
0,-101969
0,-12378
0,-24200
0,-24687
6833,-164542
0,-81340
0,-9255
4390,-115643
2686,-86418
2,-81218
0,-120108
0,-9058
117,-133313
0,-125557
0,-3301
0,-42142
0,-35617
0,-23152
0,-13101
0,-60745
0,-89273
0,-99404
0,-1667
0,-38336
0,-8276
0,-14343
0,10520
0,-5377
0,-6025
0,-45189
0,-51598
0,-624
0,-144513
0,-277730
0,-27503
0,-63662
0,-493297
0,-698436
0,-98626
0,-214442
0,-179935
0,-91978
0,-252998
1107,-164711
0,-31465
0,-6339
0,-405505
52,-215054
103,-284197
0,-142722
0,-465619
245,-102519
0,-143120
0,-231009
0,-68073
0,-151965
264,-263491
30,-26324
0,-274809
0,-81859
0,-14085
0,-8994
0,-151471
0,-44550
0,-251795
0,-323506
0,-74755
104,-93073
0,-12282
0,-268250
0,-7216
60,-102143
0,-4258
0,-26378
0,-32123
0,-93623
52,-382011
0,-154521
0,-960013
0,-24325
0,-110558
0,-7516
0,-56867
0,-350286
0,-38395
420523,321967
0,-186874
0,-371306
0,543
0,6189
236,-79019
0,3672
0,33847
0,-360
0,-93125
0,803
0,-2643
9,12066
0,-7733882
0,-967533
0,-992532
0,-933590
0,-2400941
0,-741083
529,-1694753
1170,-217348
0,-59392
0,-13842
0,-77030
0,-21346
0,-2150
0,-12471
0,-34292
0,-63721
0,-53889
0,-223998
0,-1045370
0,-22812
0,13675
0,-19524
139,4885350
0,-86389
0,13378
8,-502822
0,-3738947
3112,-1750576
0,-460402
0,-390015
0,-3035569
2459,-4512071
54,-129633
0,-7515
1337,-674037
2075,-160031
0,-26563
0,-880
0,-11626
0,-103826
0,-65893
20705,-909192
0,-549783
0,-238410
0,-32576
0,-100123
0,-44483
0,-747630
0,-1969859
0,-139684
0,-1273
0,-337255
0,-109512
0,-9475
0,-451975
582,-79839
0,-72646
0,-907309
0,-28827
8214,-1161108
0,-207937
111,-1068981
0,-47190
0,-21775
0,-2352
0,-74472
0,-15127
0,-3496
26,-54199
0,-23818
0,-21278
73,-4307
0,-8428
0,-91085
175,-2873596
0,-2539644
0,-17280
0,-14227
11340,-18032
0,-8422
20114,16164
8,-34662
0,-47922
65593,-712935
14134,-71839
235,-143074
1725,-821555
34,-445339
2494,-1579147
12900,-2764792
4925,-799394
0,-7354
0,-705966
54,-417362
1337,-265326
0,-245722
0,-479550
0,-341844
34543,-9953169
137778,-1663361
0,-855641
0,-223306
0,-85566
0,-30222
0,-80044
0,-254678
0,-15669
0,-45842
0,-161255
3017,-29477
509,-295097
13,-599224
12,-214944
0,-161435
0,-195658
672,-439883
665,-371931
0,-382247
0,1215
0,-41
0,-207
0,-1057
0,-32587
0,-8155
0,-543
0,-1484
0,-1231
0,-7569
0,-656
0,-50
0,-504
0,-10227
0,-1416
0,-39
0,-1465
0,8168
0,-343
0,-14781
0,-10927
0,-34792
0,-164200
0,-709469
294,-115153
0,-12122
0,-65794
0,-13171
0,-10364
6982,-48206
0,-195480
0,-117572
0,-531174
0,-311838
305,-130543
0,-110166
4970,-39518
0,-645520
0,-1050686
0,-3095615
0,-4814148
0,-958548
0,210408
42,-438163
0,-30033
7,-861574
0,-576504
90,-671728
502176,-315705
14412,-3657529
6812,-975464
890,-516451
45987,-676533
1115,-6000593
0,-602339
296,-1538551
0,-334962
2038,-436565
18526,-1074020
984,-48827
0,-29876
0,-20516
0,-70256
349,-519133
0,-132637
0,184
0,2091
0,-600
0,-31702
0,-46727
0,-88604
0,-29577
0,-2737
0,-181888
0,-68295
0,-17908
18351,-1607072
0,-1134906
0,-13853
0,993
0,162734
0,-53818
4826,49480
0,-144377
16,-6580
873,-21750
23,-194332
0,-10075
0,-16284
0,-10265
0,-57917
3929,284187
704,-88806
55,-266003
0,109982
0,-169805
216,-169000
0,-229913
0,2045
0,-43371
0,-66631
2865,-1022081
63169,-72189
788,-114344
0,-20305
29,-563956
0,-16420
164,-7343
0,-408568
264,-1267927
0,-15579
0,-44069
0,-44838
0,-73650
0,-60177
0,-130548
0,867
720,-39638
0,-100035
113,-64081
0,-392507
223,-447803
12,-217488
0,-509848
47146,-708416
3,-3820
850,-28160
0,-151278
1,-136858
0,-56156
0,-11485
141,-390781
3,-382727
76,-575836
0,-195589
6,-152364
0,-1815
0,1352
0,-390701
0,-94826
533,-103546
41001,-516272
4,-36028521
0,-337842
0,-529392
0,-1204978
2138,-728269
0,-1401482
0,-33345
0,-315151
0,-984096
0,-98435
0,-62021
0,-306386
0,-727152
0,-112871
0,-198860
91,-26703
3467,-372560
0,-51833
0,-213650
0,-112179
0,-63820
3673,-49765
0,1538
0,13102
0,142678
0,-748332
298,-56043
187,-31134
488,-1504283
0,-4703
11,-254610
6075,37501
205,-275277
1088,-113609
14117,-507504
0,-213865
10693,-615474
0,-31646
82,1389
7675,309
0,-27560
0,-89038
0,-5870
0,-36146
0,-170247
0,-236279
51556,-464299
47,-4861007
0,-1296731
0,-542621
0,-227229
511,-151600
1427,-14079
0,-328939
368,-92278
3373,-209687
0,-11962
0,-491263
0,-12452
0,-902
0,-10489
0,-43690
0,-284613
0,-156741
0,-347764
0,-92314
55028,-1369445
0,-3563896
0,-3449049
0,-1025
1019,-175108
2781,-30915
274,-218920
0,231516
0,-1365825
4353,-2978767
3232,-746338
0,-1207271
347,-481856
0,-38719
0,34490
0,-1188
0,-328771
0,-65660
0,-301518
16078,-264454
0,240
0,-4279
317,29
0,-4518
1764,-16152
0,-52760
4306,-25491
12903,-14302
0,-26785
0,-56217
0,-14376
0,-1233
0,-62741
8,-51707
0,-6798
0,-65353
0,-84101
0,-35529
0,-80706
1594,-3118075
0,-200797
21456,-5391593
1585,-217381
1796,-4094826
1713,-1012365
0,-156535
2103,-1286098
0,-417317
0,-220976
0,-27900
74,-2078854
0,-84951
0,-164179
1663,-631696
49727,-111832
616,-1201070
0,-3207
108,-778429
190149,-2955829
78360,-4134184
30666,-1126025
7781,-3665242
0,-79251
4035,-180556
3229,-61105
93,-144516
4251,-836898
200,-251639
0,-75022
183,-3808
0,-16134
0,-127927
0,114009
0,-130
1414,-47
0,-35623
0,-4416
0,-2342
0,-8521
0,-1481
0,-7701
0,-26394
0,-15444
0,717
0,-3226
0,-13012
0,-3925
0,-9478
0,-4174
28,-562540
0,526147
0,474
0,-42150
726,638856
0,-107043
0,-3127
0,-220427
122,-351661
0,-22700
10493,-14346
171,-375715
0,230219
0,-48087
0,-864006
0,-24823
0,-513516
587,-597888
195,-182465
1426,-12566831
3200,-503178
0,-84197
3183,-2121062
48770,25594
272326,-3401549
0,-782336
0,-130557
0,-20125
92,-916283
149,-8379601
144728,-4754844
0,-46598
0,-107995
0,-2079
0,-53080
0,-850088
32181,-9170873
185,-889524
205,-7011
149,-8658203
2066,-1852803
0,-157309
0,-1917252
0,-21411
0,-27268
64,-4057
136,-245764
0,-263048
0,-24761
1636,-186846
1788,-647234
52568,46633
238,-550883
0,-265342
0,-1461
284,1334
0,-7158
0,-3643973
0,-119
0,-3187
0,-5464
443,-776
0,-9121
43,-542
0,-5321
0,-18
0,-5965
0,-646
0,-634
0,-11855
0,454
0,2152
0,-200052
442710,404318
0,-2448
0,-14394136
0,-23355
6205,-138673
0,-14273656
1823,-1055680
478,23315931
1729,-18656339
391,512800
738,-414045
152,-301181
0,-27184
0,1762518
0,-5665
0,80923
0,-277692
0,-16307729
529,-151903
0,-163325
0,28622
0,1353
0,735
0,-844
0,-546397
0,-63156773
0,7575313
140,-11825657
37,1425102
0,-4723
0,-6861
0,-101
0,-4181
0,-562418
0,-34204726
35,-2846929
0,-39410066
0,-690564
0,-47524
0,-18388
0,14027
746,518086
77591,-488883
0,-372269
0,-46578
938,-5131244
499,370625
952,-424161
856,381082
0,-7081
588,-3447101
0,1816
32,44273
0,-7734849
235,-1103903
0,-1039677
0,-11409
0,-3911
0,-12506
0,-8943
0,-9569
0,-199098
0,-1605939
0,39495
0,-15587
0,-378
0,3
4076,8283
0,-16393
0,-9835
0,-314388
294,-3505492
217,132899
0,116925
0,3594
0,86
0,1167
0,-7125
0,-1721
0,76072
1223,-64563
0,-327
0,-7524
0,-7777
0,-3450231
25806,-61261
0,-677422
0,-515075
0,-7542
0,-6145
0,-382288
0,-2841
323,-32676
0,-11152
0,44
0,-28306
794,-1234
40,45491
0,-2588362
5480,-19475
0,-27822
0,-9708
4076,633
0,1867
0,16654
0,-154197
0,-27507
16498,-72289
0,-93424
8904,-511
0,-5058
14954,-979949
0,127625
32,-71102
35457,196550
0,-668199
0,-308229
0,-376006
965,-87417
7797,-1018178
0,-406905
216774,52198
836,-146655
8,-827813
0,-237666
0,-31080
535655,-9881047
1827,-709402
200,-125721
299,-1104327
0,54623
7325,-17085
0,-578811
0,-358044
0,-193023
0,-242326
0,-16762
1453,-171931
0,-3948
81,-28499
0,-27807
0,-10372
0,743
0,-322829
0,-10101
172,-4818
399,-10211
0,-11037
411,-19534
0,-10912
0,-13411
0,-11202
0,-344932
0,-11682
47067,-109174
9293,-102359
91417,-131545
144201,-693693
1482,-95452
2523,-36216
0,-6530
3529,-18075
2264,-2329
13776,-117904
122531,-305639
0,-30085
1621,-7497
16,-22
2242,-29159
0,-44980
83,-981
0,-14792
0,-279
0,-104480
0,-1852
0,-34217
8,351
0,-202451
5,-19018
0,-272256
1762,-1858036
0,-10167
40,-143704
0,-3263550
0,701
0,-97
0,-47051638
434,-114343
0,-50382
3383,-25284358
0,-432975
0,-7428
0,-307986
0,-1001
0,-824950
1932,-54246
0,4227
0,1463
15791,29727
1323,-12069
12740,96186
8446,-6762
216924,-3058203
24504,9175
7020,-20686
72108,-26949
848,-69457
1332,-446206
0,-79638
60955,57787
0,198105
0,-423
0,-45591
32866,-44384
0,-73567
3134,-281477
0,-9019
0,-374519
0,-10873
0,-257487
0,-49318
0,-91241
0,-46351
0,-238651
0,-11014
9715,-108165
0,994
158,-78114
0,-153991
0,-36177
0,-1779265
0,-26840
0,-81784
20,-8562
0,-61746
0,-35311
1342,-30151
0,3295
0,-15010
0,-1376
0,-254850
0,16468
0,-271465
0,-83934
0,-18876
0,25847
0,-247843
0,-47574
20,-1946
0,-14288
129,-40602
0,-92288
141,-64836
0,-6471
0,-978
0,-21401
0,-193
1020,-50028
0,-96295
0,9161
0,-109018
0,-358373
0,-5694
0,-518
0,-22656
0,-14809
0,-26464
0,-12116
0,-72328
0,-20456
0,-4286
0,848
0,834
0,-12421
11,8030
0,-2427
0,-30987
0,-328056
29,-247963
0,-84302
0,-31895
0,-14317
108,-26902
0,-65745
75,-735021
0,-852701
0,-26901
0,39354
0,-2605
0,-11220
0,-21946
0,-89668
0,-20656
13958,-52343
0,6843
0,-2020
0,-1367
0,-41393
0,-179542
0,-34908
0,-2425
0,-76801
0,-18307
117,-208733
0,-265280
0,-29672
0,-2117
0,-836
173137,198721
634,-6450
0,-43772
0,-97597
0,-42911
0,-9549
0,-270673
0,-25371
0,-8021
0,-10987
0,-7144
216,-268209
0,-24209
0,-43335
0,-26154
0,-42336
0,-64870
0,-66347
0,-18407
0,-90426
0,-189312
0,-31282
1408,-1598920
0,-249962
0,-119614
0,-289157
0,-24855
0,-4376
0,-22
0,-1131
0,-8771
0,-1438
0,2248
8,-99620
159,11740
0,-70097
0,-19624
0,-23336
0,-11549
0,-24177
0,-57444
0,-9277
0,-3650
0,1415
0,-248802
0,-30100
0,-42304
0,-101871
0,-1207818
0,-193771
0,-37237
0,-4543
0,1687
0,-260724
11365,-473420
0,-80094
5668,-136377
0,-105242
0,-58119
0,-354844
0,-4509
0,-2069
0,-29650
0,-68140
0,-661893
0,-497124
0,-296511
0,-263510
0,-437162
195534,100874
0,-89874
0,-226381
0,-152634
11,-219367
4393,-197307
0,-257787
0,-381906
0,-216483
0,-56846
0,-213282
0,-72508
0,-18333
0,-23315
13,-11799
0,-70124
40,-38481
0,-49577
0,-23436
0,-20573
0,-3104
0,-83115
0,-272053
0,-1335441
0,-9865
0,-241278
0,-94975
0,-19787
0,-111366
0,-47262
0,-18250
0,-2920
0,-9865
0,-228615
0,-86247
0,-9869
0,-955728
0,-13613
0,1518
0,-5428
15731,7856
0,-2533
0,-88762
0,-301991
0,-96593
0,-239338
0,-1272855
250,-289481
0,-104336
0,-3155198
0,-168352
0,-407590
0,-81135
34,-90811
0,-78687
0,-5242305
0,-291672
0,-97587
0,-2235847
0,-49091
1515,-23370
0,-38924
0,-6034
74,-723
0,-25716
11,-63021
26,-1868
0,-7404
605,-27249
0,-107112
0,-37675
0,-31849
0,-59029
0,-35276
0,-6398
0,-33046
5,-8421
0,-6849
0,-9015
0,-11005
0,-2796
0,-5057
30737,28283
0,-939
0,8
0,-224
0,-2769
0,-10520
0,-32528
0,-3480
13,-3877
202,-548
0,-17028
0,-7725
0,-5005
0,-44919
0,1945
0,6504
0,-3478
0,-8185
0,-88990
0,-2130
2043,-13232
0,-58036
0,-10249
0,-16218
0,13636
0,-7800
0,-471
29,-17552
0,-10579
0,-17205
0,3444
0,165
0,-570
0,-327
0,-3654
0,-157127
0,-33419
0,-30687
0,-827
0,-61
0,-883
0,7281
0,-4416
0,4006
0,-22788
0,-3727
0,-33982
0,-117
0,-60022
0,-12
0,-210
13,-11037
0,-1462
0,-2646
0,-12243
0,-2793
0,35965
0,-11456
0,-33842
3,-16851
0,-3198
0,-148541
0,-4170
0,-11735
98793,111557
236,-53412
0,-914
73,-38860
318,-5596
0,-27099
8521,-6671260
0,-53423
0,-60324
0,-61415
4958,-501333
91,-117706
0,-12354
41,-37997
45295,-1736958
7220,-299400
26,-47431
0,-8878
51890,-57777
0,-32603
0,-11261
405,-64846
635,-44861
0,-14869
880,-21837
0,-2353
789,-170787
1923,-370398
0,-11263
0,-76110
1978,-61610
30465,-192277
14,-14242
12995,-975656
44,-28599
1382,-148833
21486,-685331
1572,-105667
7314,-57920
0,-1906
3371,-39960
48645,-1124237
81270,-440308
3462,-60230
0,-12581
157746,-1037846
9698,-177092
5670,-147368
177727,-702985
39354,-223636
38464,-240786
183252,-259506
4431,-35652
0,-35889
6428,-9398
0,-11212
158800,-3156537
11326,-298273
483,-137724
0,-1321
262,-28038
73504,-6614894
20139,-41159
23049,-332952
8097,31710
18389,6447
8988,15483
32,-6360
10069,-247166
9934,-147689
4946,-148901
13034,-523516
26413,-345912
32950,-2190131
5675,-376128
0,-31550
146,-783227
102,-27883
92177,-4386521
4,-199377
3272,-134913
132,-88250
0,-41243
433,-221774
632,-2642
368,-30128
196247,-163290
76297,53092
0,-229880
0,240
2,-32671
157796,-25851
20739,-185858
0,-486
0,-2745
2393,-524216
203392,130764
160648,-84495
0,-2153
0,-55
0,-9547
0,-19488
0,-171748
4,-10895
0,-4191
0,-6072
0,-10643
13141,-1249
68041,-306222
0,-245470
34,-96847
0,-49941
1899,-2113909
12,-1301498
0,-13940
965,-78080
0,-91968
0,-24058
0,-287058
0,-127594
130,-86121
7,-5664
0,968
894,-6749
0,-1117
161595,100744
0,-95627
0,-19071
0,-167695
0,-29514
0,-45059
0,-19527
0,-16254
0,-88629
0,-28061
0,-45109
268,-802708
377,-535732
0,-8121
0,-9184
0,-25430
294,-14757
0,-3798
0,-22787
0,-746801
0,-2122
0,-2451
36,-1541
0,-305
0,-116512
0,-346
0,-1250
0,-2383
0,-42674
0,-616800
0,-13269
0,-49996
4,-14194
0,-68411
18192,-160113
0,-46722
489,-29164
0,-7850
7,-22247
0,-19001
0,-166616
0,-3333
23,-229541
0,-33600
0,-23070
216,-25763
0,-12511
0,-1942
0,18106
0,-69389
0,-6692
5609,-637091
1118,-167626
0,-57
0,-197901
0,-16054
0,-2172
0,5890
0,-831
0,-20960
0,-117137
0,-16218
0,-417
0,-1605
0,-633
0,-9020
0,-1528
0,-16102
63,-30044
0,-13780
2,-40951
0,-225004
0,-4469
0,-52434
10,-72376
0,-27663
0,196216
86,-25788
0,-2287
0,-35846
11,-93113
0,-50626
0,-92658
22,-353448
10817,-1516
0,-103620
0,-261927
0,-160791
4751,-841385
0,-26871
0,-936
270,-126149
0,4873
0,-7340
0,-88848
0,-1690
0,-43876
0,-751217
6264,2342737
6774,-33592
150,1044
